,averagerating,numvotes,title,genres,Sport,Fantasy,Mystery,War,Biography,Drama,Comedy,History,Crime,Horror,Family,Adventure,Romance,Documentary,Sci-Fi,Action,Thriller,Music,Animation,year,dom_gross,for_gross,world_gross
0,4.2,50352,The Legend of Hercules,"Action,Adventure,Fantasy",False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2014,18800000.0,42400000.0,61200000.0
1,5.1,8296,Baggage Claim,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2013,21600000.0,887000.0,22487000.0
3,7.6,326657,Moneyball,"Biography,Drama,Sport",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2011,75600000.0,34600000.0,110200000.0
4,6.5,87288,Hereafter,"Drama,Fantasy,Romance",False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2010,32700000.0,72500000.0,105200000.0
5,7.4,428142,Mission: Impossible - Ghost Protocol,"Action,Adventure,Thriller",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,2011,209400000.0,485300000.0,694700000.0
6,7.2,477771,21 Jump Street,"Action,Comedy,Crime",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,2012,138400000.0,63100000.0,201500000.0
7,5.4,54646,Aloha,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2015,21100000.0,5200000.0,26300000.0
8,4.4,69199,Sex and the City 2,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2010,95300000.0,193000000.0,288300000.0
9,5.6,44490,Don't Be Afraid of the Dark,"Fantasy,Horror,Thriller",False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2011,24000000.0,12900000.0,36900000.0
10,6.2,18431,Burke and Hare,"Comedy,Crime,History",False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,2011,4800.0,4300000.0,4304800.0
11,6.3,54421,Going the Distance,"Comedy,Romance",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2010,17800000.0,24200000.0,42000000.0
12,7.1,129443,Remember Me,"Drama,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2010,19100000.0,37000000.0,56100000.0
13,6.9,398695,Horrible Bosses,"Comedy,Crime",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2011,117500000.0,92100000.0,209600000.0
14,7.8,387402,Captain Phillips,"Biography,Drama,Thriller",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2013,107100000.0,111700000.0,218800000.0
15,7.0,85839,Another Earth,"Drama,Romance,Sci-Fi",False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,2011,1300000.0,456000.0,1756000.0
16,5.6,66303,House at the End of the Street,"Drama,Horror,Thriller",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,2012,31611916.0,12492066.0,44103982.0
17,3.7,1071,The Last Godfather,"Comedy,Crime,Romance",False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,2011,164000.0,16600000.0,16764000.0
18,4.7,59914,Zoolander 2,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2016,28800000.0,27900000.0,56700000.0
19,7.2,28994,Chasing Mavericks,"Biography,Drama,Sport",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2012,6000000.0,600.0,6000600.0
20,5.7,9089,Jumping the Broom,"Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2011,37300000.0,415000.0,37715000.0
21,6.2,4670,Mental,"Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2013,17700.0,3600000.0,3617700.0
22,7.0,79337,My Week with Marilyn,"Biography,Drama",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2011,14600000.0,20500000.0,35100000.0
23,5.1,18206,Universal Soldier: Day of Reckoning,"Action,Horror,Mystery",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2012,5500.0,364000.0,369500.0
24,7.3,12506,Polisse,"Crime,Drama",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,2012,211000.0,20200000.0,20411000.0
25,8.0,621193,The Revenant,"Action,Adventure,Biography",False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2015,183600000.0,349300000.0,532900000.0
26,6.2,15096,360,"Drama,Thriller",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2012,100000.0,1600000.0,1700000.0
27,5.8,5997,Ek Main Aur Ekk Tu,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2012,1200000.0,,
28,7.1,133887,The Spectacular Now,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2013,6900000.0,,
29,7.4,6636,Hara-Kiri: Death of a Samurai,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2012,75700.0,3400000.0,3475700.0
30,5.5,7359,Bol Bachchan,"Action,Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,2012,1200000.0,27600000.0,28800000.0
31,6.8,7643,Cirque du Soleil: Worlds Away,Fantasy,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2012,12512862.0,15500000.0,28012862.0
32,7.8,68,The Guardians,"Comedy,Family",False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,2018,177000.0,,
33,6.6,182320,Machete,"Action,Crime,Thriller",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,2010,26600000.0,17500000.0,44100000.0
34,8.3,6,The Little Prince,Action,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2016,1300000.0,96200000.0,97500000.0
35,5.7,3455,Time Freak,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2018,10000.0,256000.0,266000.0
36,6.0,4189,Kedarnath,"Drama,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2018,901000.0,,
37,7.4,1105,I Can Speak,"Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2017,63200.0,,
38,8.5,43409,Andhadhun,"Crime,Thriller",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2018,1200000.0,,
39,8.3,13,An Ideal Husband,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1999,18542974.0,12798209.0,31341183.0
40,5.8,77709,Eat Pray Love,"Drama,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2010,80600000.0,124000000.0,204600000.0
41,6.6,86137,Letters to Juliet,"Adventure,Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,2010,53000000.0,26100000.0,79100000.0
42,6.4,8662,Shanghai,"Crime,Drama,Mystery",False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,2015,46400.0,9200000.0,9246400.0
43,7.0,657690,Iron Man 2,"Action,Adventure,Sci-Fi",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,2010,312400000.0,311500000.0,623900000.0
44,5.5,12,Collide,Action,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2017,2300000.0,2500000.0,4800000.0
45,4.7,2397,Main Street,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2011,2600.0,,
46,6.3,26441,A Little Bit of Heaven,"Comedy,Drama,Fantasy",False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2012,15400.0,1300000.0,1315400.0
47,6.3,138872,Central Intelligence,"Action,Comedy,Crime",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,2016,127400000.0,89500000.0,216900000.0
48,5.8,5658,I Saw the Light,"Biography,Drama,Music",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2016,1600000.0,,
49,5.9,105633,The Host,"Action,Adventure,Drama",False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2013,26623701.0,37853350.0,64477051.0
50,6.9,17777,Shaolin,"Action,Drama",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,2011,66100.0,33600000.0,33666100.0
51,6.6,4202,For Greater Glory: The True Story of Cristiada,"Drama,History,War",False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,2012,5669081.0,4357174.0,10026255.0
52,6.3,83114,The Commuter,"Action,Mystery,Thriller",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,2018,36300000.0,83600000.0,119900000.0
53,6.7,2314,Salinger,Documentary,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2013,584000.0,67000.0,651000.0
54,6.8,228798,The Grey,"Action,Adventure,Drama",False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2012,51600000.0,25700000.0,77300000.0
55,5.4,5581,The Woman in the Fifth,"Drama,Mystery,Thriller",False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2012,114000.0,,
56,5.9,142853,Abraham Lincoln: Vampire Hunter,"Action,Fantasy,Horror",False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2012,37500000.0,79000000.0,116500000.0
57,6.0,86118,The Last Witch Hunter,"Action,Adventure,Fantasy",False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2015,27400000.0,119600000.0,147000000.0
58,7.3,6850,The Armstrong Lie,"Biography,Documentary,Sport",True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2013,383000.0,,
59,4.7,87,Wolf,"Action,Crime,Drama",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,1994,65011757.0,66000000.0,131011757.0
60,6.3,224,Pinocchio,"Animation,Family,Fantasy",False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2002,3681811.0,28000000.0,31681811.0
61,3.9,1951,Tezz,"Action,Crime,Thriller",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,2012,230000.0,,
62,8.1,608,The Whale,Documentary,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2011,81900.0,,
63,5.5,33137,The Last Days on Mars,"Adventure,Horror,Sci-Fi",False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,2013,24084.0,237280.0,261364.0
64,6.5,19733,Anna,"Drama,Mystery,Sci-Fi",False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,2014,4300.0,,
65,5.1,25089,The Lords of Salem,"Horror,Thriller",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2013,1165881.0,375250.0,1541131.0
66,6.8,88,Nerve,"Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2016,38600000.0,46700000.0,85300000.0
67,4.7,6996,Madea's Big Happy Family,"Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2011,53345287.0,815531.0,54160818.0
68,5.4,125191,Resident Evil: Retribution,"Action,Horror,Sci-Fi",False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,2012,42300000.0,197700000.0,240000000.0
69,7.4,228701,Lincoln,"Biography,Drama,History",False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,2012,182200000.0,93100000.0,275300000.0
70,5.6,33746,High-Rise,"Drama,Horror,Sci-Fi",False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,2016,346000.0,,
71,7.2,176699,The Croods,"Action,Adventure,Animation",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,2013,187200000.0,400000000.0,587200000.0
72,5.6,112444,The Bounty Hunter,"Action,Comedy,Romance",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,2010,67099999.0,69300000.0,136399999.0
73,5.9,4664,Holy Rollers,"Biography,Crime,Drama",False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,2010,303000.0,305000.0,608000.0
74,6.4,6466,Freakonomics,Documentary,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2010,101000.0,16400.0,117400.0
75,6.2,146401,The Karate Kid,"Action,Drama,Family",False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,2010,176600000.0,182500000.0,359100000.0
76,7.0,73790,Legend of the Guardians: The Owls of Ga'Hoole,"Action,Adventure,Animation",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,2010,55700000.0,84400000.0,140100000.0
77,6.3,156116,Anchorman 2: The Legend Continues,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2013,125200000.0,46300000.0,171500000.0
78,6.4,7321,Bellflower,"Action,Drama,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,2011,168000.0,,
79,8.3,124156,Incendies,"Drama,Mystery,War",False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2010,6857096.0,9181247.0,16038343.0
80,6.5,307897,The Expendables,"Action,Adventure,Thriller",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,2010,103100000.0,171400000.0,274500000.0
81,7.1,130084,Never Let Me Go,"Drama,Romance,Sci-Fi",False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,2010,2400000.0,7000000.0,9400000.0
82,5.8,46187,Pride and Prejudice and Zombies,"Action,Comedy,Horror",False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,2016,10900000.0,5500000.0,16400000.0
83,7.1,3234,Death of a Superhero,"Animation,Drama",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2012,600.0,,
84,6.9,6259,A Somewhat Gentle Man,"Comedy,Crime,Drama",False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,2011,37700.0,1800000.0,1837700.0
85,6.8,309879,Men in Black 3,"Action,Adventure,Comedy",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,2012,179020854.0,475192631.0,654213485.0
86,5.8,46690,You Again,"Comedy,Family,Romance",False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,2010,25700000.0,6300000.0,32000000.0
87,6.5,60260,Bridget Jones's Baby,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2016,24300000.0,187700000.0,212000000.0
88,6.4,79578,The Raven,"Crime,Mystery,Thriller",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2012,16000000.0,13600000.0,29600000.0
89,7.5,394189,Sherlock Holmes: A Game of Shadows,"Action,Adventure,Crime",False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,2011,186800000.0,358600000.0,545400000.0
90,5.8,33603,The Divide,"Drama,Horror,Sci-Fi",False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,2012,18000.0,138362.0,156362.0
91,6.2,79764,Beautiful Creatures,"Drama,Fantasy,Romance",False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2013,19452138.0,40830738.0,60282876.0
92,7.4,436830,"Crazy, Stupid, Love.","Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2011,84400000.0,58500000.0,142900000.0
93,6.6,4352,Goodbye First Love,"Drama,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2012,95000.0,,
94,7.2,7476,North Sea Texas,"Drama,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2012,28300.0,16700.0,45000.0
95,6.8,2798,Terraferma,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2013,20000.0,,
96,5.7,39870,Planes,"Adventure,Animation,Comedy",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,2013,90300000.0,149000000.0,239300000.0
97,6.8,73217,The Inbetweeners Movie,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2012,36000.0,88000000.0,88036000.0
98,6.8,6903,October Baby,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2012,5355847.0,36145.0,5391992.0
99,7.1,2152,Clandestine Childhood,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2013,9000.0,,
100,5.9,5534,1911,"Action,Adventure,Drama",False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2011,136000.0,,
101,7.0,27435,Danny Collins,"Biography,Comedy,Drama",False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2015,5600000.0,5200000.0,10800000.0
102,6.9,271307,The Book of Eli,"Action,Adventure,Drama",False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2010,94800000.0,62300000.0,157100000.0
103,5.4,24351,Winchester,"Biography,Drama,Fantasy",False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2018,25100000.0,,
104,7.4,170089,Blue Valentine,"Drama,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2010,9700000.0,2600000.0,12300000.0
105,6.3,3437,The Myth of the American Sleepover,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2011,41000.0,,
106,5.2,85497,A Nightmare on Elm Street,"Crime,Drama,Horror",False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,2010,63075011.0,54654610.0,117729621.0
107,7.2,260383,10 Cloverfield Lane,"Drama,Horror,Mystery",False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,2016,72100000.0,38100000.0,110200000.0
108,6.7,211587,Escape Plan,"Action,Crime,Mystery",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2013,25100000.0,112200000.0,137300000.0
109,6.8,33915,Wild Target,"Action,Comedy,Crime",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,2010,109000.0,3300000.0,3409000.0
110,6.0,137287,Hercules,"Action,Adventure,Fantasy",False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2014,72688614.0,170700000.0,243388614.0
111,6.7,275406,Venom,"Action,Sci-Fi,Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,2018,213511408.0,640117197.0,853628605.0
112,5.7,115757,The Watch,"Action,Comedy,Horror",False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,2012,35400000.0,32900000.0,68300000.0
113,6.6,447624,Pirates of the Caribbean: On Stranger Tides,"Action,Adventure,Fantasy",False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2011,241100000.0,804600000.0,1045700000.0
114,7.7,464511,Despicable Me,"Animation,Comedy,Family",False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,2010,251500000.0,291600000.0,543100000.0
115,5.1,10,Bad Company,Thriller,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2002,30157016.0,39000000.0,69157016.0
116,6.8,4130,The Robber,"Biography,Crime,Drama",False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,2011,83500.0,125000.0,208500.0
117,6.3,123127,Jack the Giant Slayer,"Adventure,Fantasy",False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2013,65200000.0,132500000.0,197700000.0
118,6.7,23923,Rare Exports: A Christmas Tale,"Adventure,Fantasy,Horror",False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,2010,236000.0,3800000.0,4036000.0
119,6.6,50155,12 Strong,"Action,Drama,History",False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,2018,45800000.0,21600000.0,67400000.0
120,7.3,2336,Cirkus Columbia,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2012,3500.0,9500.0,13000.0
121,4.2,1880,No Problem,"Action,Comedy,Crime",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,2010,285000.0,369000.0,654000.0
122,7.6,58142,13 Assassins,"Action,Adventure,Drama",False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2011,803000.0,16800000.0,17603000.0
123,7.1,4740,Oranges and Sunshine,"Drama,History",False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,2011,143000.0,2400000.0,2543000.0
124,7.1,1522,Casino Jack and the United States of Money,Documentary,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2010,177000.0,,
125,7.0,128094,One Day,"Drama,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2011,13800000.0,45500000.0,59300000.0
126,6.2,13397,Tiny Furniture,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2010,392000.0,,
127,6.1,58927,Larry Crowne,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2011,35600000.0,36400000.0,72000000.0
128,6.5,63787,Act of Valor,"Action,Adventure,Drama",False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2012,70000000.0,11300000.0,81300000.0
129,3.6,7951,Norm of the North,"Adventure,Animation,Comedy",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,2016,17100000.0,,
130,6.3,1440,The Eye of the Storm,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2012,83600.0,,
131,5.8,31316,Rubber,"Comedy,Fantasy,Horror",False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2011,100000.0,,
132,6.1,1773,The We and the I,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2013,42200.0,,
133,6.4,12,The Journey,Family,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2017,155000.0,,
134,5.3,996,Grassroots,"Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2012,12400.0,,
135,6.9,2013,My Joy,"Adventure,Drama",False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,2011,6300.0,,
136,6.8,2516,Our Children,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2013,23200.0,,
137,6.5,63295,Trolls,"Adventure,Animation,Comedy",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,2016,153700000.0,193200000.0,346900000.0
138,7.0,2619,Breathing,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2012,4600.0,803000.0,807600.0
139,8.7,17,Eyes Wide Open,"Documentary,History",False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2010,26300.0,250000.0,276300.0
140,5.5,7966,Lola Versus,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2012,253000.0,,
141,7.3,80984,Only Lovers Left Alive,"Comedy,Drama,Fantasy",False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2014,1900000.0,,
142,7.2,171353,Shame,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2011,3900000.0,13800000.0,17700000.0
143,6.9,62589,The First Time,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2012,22800.0,,
144,6.1,43,Avatar,Horror,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2009,760507625.0,2015837654.0,2776345279.0
145,6.3,2686,Jayne Mansfield's Car,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2013,14800.0,,
146,6.7,6,Three,"Drama,Thriller",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2016,120000.0,,
147,6.2,6372,The Front Runner,"Biography,Drama,History",False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,2018,2000000.0,1200000.0,3200000.0
148,5.6,431,Take Point,Action,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2018,112000.0,,
149,7.5,3040,What Will People Say,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2018,44200.0,,
150,6.5,105116,A Walk Among the Tombstones,"Action,Crime,Drama",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,2014,26300000.0,26900000.0,53200000.0
151,3.8,14700,Furry Vengeance,"Comedy,Family",False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,2010,17600000.0,18600000.0,36200000.0
152,7.0,284547,Jack Reacher,"Action,Crime,Thriller",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,2012,80100000.0,138300000.0,218400000.0
153,6.3,164829,Dracula Untold,"Action,Drama,Fantasy",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,2014,56300000.0,160800000.0,217100000.0
154,4.8,11281,Hoodwinked Too! Hood vs. Evil,"Animation,Comedy,Crime",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,2011,10100000.0,6800000.0,16900000.0
155,7.9,719629,The Hobbit: An Unexpected Journey,"Adventure,Family,Fantasy",False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,2012,303000000.0,718100000.0,1021100000.0
156,7.0,525632,The Amazing Spider-Man,"Action,Adventure,Sci-Fi",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,2012,262000000.0,495900000.0,757900000.0
157,6.6,43792,The Runaways,"Biography,Drama,Music",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2010,3600000.0,1100000.0,4700000.0
158,7.5,26,Kidnap,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2017,30718107.0,4117973.0,34836080.0
159,5.6,44221,The Big Wedding,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2013,21800000.0,24700000.0,46500000.0
160,7.4,5081,Kevin Hart: Laugh at My Pain,"Comedy,Documentary",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2011,7706436.0,6000.0,7712436.0
161,5.5,8662,Hell Fest,Horror,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2018,11100000.0,7100000.0,18200000.0
162,6.5,648,For a Woman,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,32299.0,1200000.0,1232299.0
163,5.7,183549,The Purge,"Horror,Thriller",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2013,64500000.0,24900000.0,89400000.0
164,4.0,116,Friend Request,Thriller,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2017,3800000.0,,
