,averagerating,numvotes,title,genres,Sport,Fantasy,Mystery,War,Biography,Drama,Comedy,History,Crime,Horror,Family,Adventure,Romance,Documentary,Sci-Fi,Action,Thriller,Music,Animation,year,dom_gross,for_gross,world_gross
1379,6.7,2357,The Treasure,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2016,50200.0,,
1380,7.5,205240,Nocturnal Animals,"Drama,Thriller",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2016,10700000.0,19600000.0,30300000.0
1381,4.7,7627,Jeruzalem,Horror,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2016,11300.0,,
1382,6.2,100952,Bad Moms,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2016,113300000.0,70700000.0,184000000.0
1383,7.1,6514,The Age of Shadows,"Action,Drama,Thriller",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,2016,542000.0,,
1384,6.7,5546,Viceroy's House,"Biography,Drama,History",False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,2017,1100000.0,6700000.0,7800000.0
1385,6.6,27908,Peter Rabbit,"Adventure,Animation,Comedy",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,2018,115300000.0,236000000.0,351300000.0
1386,7.2,10,Indivisible,Documentary,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2018,3511417.0,76888.0,3588305.0
1387,7.6,81575,"Love, Simon","Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2018,40800000.0,25500000.0,66300000.0
1388,7.6,104008,The Big Sick,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2017,42900000.0,13500000.0,56400000.0
1389,6.7,25098,Thoroughbreds,"Comedy,Crime,Drama",False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,2018,3072605.0,114697.0,3187302.0
1390,7.0,20994,Borg vs. McEnroe,"Biography,Drama,Sport",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2018,231000.0,,
1391,7.0,3669,Memoir of a Murderer,"Action,Crime,Thriller",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,2017,91300.0,,
1392,4.8,929,Rodin,"Biography,Drama,Romance",False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2018,44300.0,,
1393,7.1,1197,Gentleman,"Mystery,Romance,Thriller",False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2016,898000.0,,
1394,6.2,19782,Wonder Wheel,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2017,1400000.0,14500000.0,15900000.0
1395,6.5,13259,Brad's Status,"Comedy,Drama,Music",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,2017,2100000.0,1700000.0,3800000.0
1396,7.1,33542,First Reformed,"Drama,Mystery,Thriller",False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2018,3448256.0,426516.0,3874772.0
1397,7.4,57549,Aladdin,"Adventure,Comedy,Family",False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,2019,246734314.0,372500000.0,619234314.0
1398,7.0,9430,The Man Who Invented Christmas,"Biography,Comedy,Drama",False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2017,5700000.0,,
1399,6.8,2229,Oh Lucy!,"Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2018,375000.0,,
1400,5.6,1234,Poster Boys,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2017,97000.0,2400000.0,2497000.0
1401,8.1,93,Bending the Arc,Documentary,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2017,21900.0,,
1402,6.3,150154,The Legend of Tarzan,"Action,Adventure,Drama",False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2016,126600000.0,230100000.0,356700000.0
1403,6.2,61475,The Eagle,"Action,Adventure,Drama",False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2011,19500000.0,7600000.0,27100000.0
1404,7.7,3256,Court,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2015,22900.0,,
1405,6.0,92013,Power Rangers,"Action,Adventure,Sci-Fi",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,2017,85364450.0,57167102.0,142531552.0
1406,6.1,14828,The Overnight,"Comedy,Mystery",False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2015,1109808.0,56188.0,1165996.0
1407,6.1,6462,Do You Believe?,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2015,13000000.0,1400000.0,14400000.0
1408,7.0,90773,Green Room,"Horror,Music,Thriller",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,2016,3200000.0,,
1409,5.9,8420,Wiener-Dog,"Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2016,477000.0,,
1410,6.8,10557,Indignation,"Drama,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2016,3400000.0,523000.0,3923000.0
1411,6.6,17,Hostiles,"Drama,Thriller",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2017,29800000.0,,
1412,6.8,154278,The Witch,"Horror,Mystery",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2016,25100000.0,15300000.0,40400000.0
1413,6.8,50448,Storks,"Adventure,Animation,Comedy",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,2016,72700000.0,110700000.0,183400000.0
1414,5.2,144,Fall in Love Like a Star,Romance,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2015,213000.0,,
1415,6.7,1777,Goodbye Mr. Loser,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2015,1300000.0,226800000.0,228100000.0
1416,7.2,9045,The Other Side of Hope,"Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2017,184000.0,,
1417,5.0,14962,Wish Upon,"Drama,Fantasy,Horror",False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,2017,14300000.0,,
1418,6.1,4182,The Son of Bigfoot,"Adventure,Animation,Comedy",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,2018,289000.0,46800000.0,47089000.0
1419,6.4,516,The Saint,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1997,61363304.0,108036696.0,169400000.0
1420,6.5,1010,Duckweed,"Comedy,Drama,Fantasy",False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2017,472000.0,150600000.0,151072000.0
1421,7.5,31734,The Illusionist,"Animation,Drama",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2006,39868642.0,43923420.0,83792062.0
1422,7.5,77633,Selma,"Biography,Drama,History",False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,2014,52100000.0,14700000.0,66800000.0
1423,7.4,20708,Bullhead,"Crime,Drama",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,2012,152000.0,,
1424,5.7,24587,The Nut Job,"Adventure,Animation,Comedy",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,2014,64300000.0,56600000.0,120900000.0
1425,6.1,21078,About Last Night,"Comedy,Romance",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2014,48637684.0,1808176.0,50445860.0
1426,7.2,18040,Into the White,"Action,Biography,Drama",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,2013,700.0,,
1427,7.3,87602,The Edge of Seventeen,"Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2016,14400000.0,4400000.0,18800000.0
1428,5.1,467,The Visitor,"Drama,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2008,9427026.0,9747791.0,19174817.0
1429,5.5,100467,Pompeii,"Action,Adventure,Drama",False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2014,23200000.0,94600000.0,117800000.0
1430,7.0,57,Begin Again,"Drama,Family",False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,2014,16200000.0,47300000.0,63500000.0
1431,6.6,26618,The Immigrant,"Drama,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2014,2000000.0,3800000.0,5800000.0
1432,6.8,169054,King Arthur: Legend of the Sword,"Action,Adventure,Drama",False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2017,39200000.0,109500000.0,148700000.0
1433,6.3,69624,The Angry Birds Movie,"Action,Animation,Comedy",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,2016,107500000.0,244800000.0,352300000.0
1434,6.4,2754,In Another Country,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2012,25100.0,,
1435,7.2,10214,War of the Arrows,Action,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2011,251000.0,45800000.0,46051000.0
1436,4.8,4653,A Glimpse Inside the Mind of Charles Swan III,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2013,45400.0,,
1437,6.5,244,Muran,"Action,Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,2011,30100.0,,
1438,7.2,138668,Steve Jobs,"Biography,Drama",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2015,17800000.0,16700000.0,34500000.0
1439,6.9,1057,Starry Starry Night,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2012,10000.0,,
1440,6.6,34659,Promised Land,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2013,7597898.0,4796664.0,12394562.0
1441,5.8,53034,V/H/S,"Horror,Thriller",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2012,100000.0,,
1442,8.2,58654,Searching for Sugar Man,"Biography,Documentary,Music",False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2012,3700000.0,,
1443,7.3,5691,Caesar Must Die,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2013,76900.0,,
1444,7.4,7214,Child's Pose,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,97200.0,,
1445,5.4,128500,Grown Ups 2,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2013,133699999.0,113300000.0,246999999.0
1446,6.2,22473,Fading Gigolo,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2014,3800000.0,9600000.0,13400000.0
1447,8.1,761592,Gone Girl,"Drama,Mystery,Thriller",False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2014,167800000.0,201600000.0,369400000.0
1448,5.2,3726,Mojave,"Drama,Thriller",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2016,8300.0,,
1449,8.4,277194,Coco,"Adventure,Animation,Comedy",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,2017,209700000.0,597400000.0,807100000.0
1450,7.5,117021,Brooklyn,"Drama,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2015,38300000.0,23800000.0,62100000.0
1451,6.1,87714,The Huntsman: Winter's War,"Action,Adventure,Drama",False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2016,48400000.0,116600000.0,165000000.0
1452,6.4,71500,Project Almanac,"Drama,Mystery,Sci-Fi",False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,2015,22300000.0,10900000.0,33200000.0
1453,6.6,10397,Go Goa Gone,"Action,Adventure,Comedy",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,2013,298000.0,,
1454,7.1,39149,The Peanuts Movie,"Adventure,Animation,Comedy",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,2015,130199999.0,116100000.0,246299999.0
1455,7.7,59,Step Up,"Biography,Documentary,Drama",False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,2006,65328121.0,45661036.0,110989157.0
1456,6.6,36,Youth,"Drama,Family",False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,2015,2700000.0,,
1457,6.0,30420,Step Up All In,"Drama,Music,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,2014,14900000.0,71300000.0,86200000.0
1458,5.4,39096,The Boss,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2016,63300000.0,15600000.0,78900000.0
1459,6.9,5738,Life of a King,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,6500.0,,
1460,6.3,5015,Rigor Mortis,"Action,Horror",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2014,7900.0,,
1461,5.9,3991,Rock Dog,"Adventure,Animation,Comedy",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,2017,9400000.0,,
1462,4.0,32,Big Fish,Action,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2003,66432867.0,57521456.0,123954323.0
1463,5.6,8755,Beyond the Reach,Thriller,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2015,45900.0,,
1464,7.1,66595,The Water Diviner,"Drama,History,War",False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,2015,4200000.0,34000000.0,38200000.0
1465,5.4,3070,Happy Ending,"Comedy,Romance",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2014,314000.0,,
1466,5.7,13525,Monster Trucks,"Action,Adventure,Comedy",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,2017,33400000.0,31100000.0,64500000.0
1467,6.7,5241,Jimmy's Hall,"Biography,Drama,History",False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,2015,561000.0,2600000.0,3161000.0
1468,5.6,2099,Nasty Baby,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2015,79800.0,,
1469,7.0,1795,The Farewell Party,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2015,173000.0,,
1470,6.7,28110,"Men, Women & Children","Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2014,706000.0,1500000.0,2206000.0
1471,6.6,6796,The New Girlfriend,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2015,147000.0,,
1472,6.5,14,Road Trip,Horror,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2000,68525609.0,51213501.0,119739110.0
1473,6.1,8920,Welcome to Marwen,"Biography,Comedy,Drama",False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2018,10800000.0,2100000.0,12900000.0
1474,6.0,1018,The Midwife,"Drama,Romance,War",False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2017,604000.0,,
1475,7.9,482995,Thor: Ragnarok,"Action,Adventure,Comedy",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,2017,315100000.0,538900000.0,854000000.0
1476,5.8,321,Beijing Love Story,"Drama,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2014,428000.0,,
1477,7.5,4802,102 Not Out,"Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2018,1300000.0,10900000.0,12200000.0
1478,6.4,29260,A Long Way Down,"Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2014,13300.0,7200000.0,7213300.0
1479,7.2,24536,Secretariat,"Biography,Drama,Family",False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,2010,59700000.0,537000.0,60237000.0
1480,4.3,3119,The Nutcracker in 3D,"Action,Family,Fantasy",False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,2010,195000.0,16000000.0,16195000.0
1481,7.5,246641,Lone Survivor,"Action,Biography,Drama",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,2013,125100000.0,29700000.0,154800000.0
1482,5.6,2048,Cheerful Weather for the Wedding,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2012,2700.0,,
1483,7.3,196109,The Lincoln Lawyer,"Crime,Drama,Thriller",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,2011,58000000.0,17000000.0,75000000.0
1484,6.2,138914,Cars 2,"Adventure,Animation,Comedy",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,2011,191500000.0,370700000.0,562200000.0
1485,6.4,153962,Hot Tub Time Machine,"Comedy,Sci-Fi",False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2010,50300000.0,14300000.0,64600000.0
1486,5.8,7060,High School,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2012,139000.0,,
1487,8.2,403755,Warrior,"Drama,Sport",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2011,13700000.0,9400000.0,23100000.0
1488,5.9,4580,The Extra Man,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2010,453000.0,4500.0,457500.0
1489,7.0,9257,Karthik Calling Karthik,"Drama,Mystery,Thriller",False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2010,286000.0,7100.0,293100.0
1490,5.7,11533,Twelve,"Action,Crime,Drama",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,2010,184000.0,2400000.0,2584000.0
1491,5.8,8448,Khatta Meetha,"Comedy,Crime,Drama",False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,2010,542000.0,499000.0,1041000.0
1492,6.1,217762,I Am Number Four,"Action,Adventure,Sci-Fi",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,2011,55100000.0,94800000.0,149900000.0
1493,7.0,3459,The Well-Digger's Daughter,"Drama,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2012,386000.0,12200000.0,12586000.0
1494,7.8,12,The Gift,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2000,12008642.0,32558964.0,44567606.0
1495,6.5,38237,Byzantium,"Drama,Fantasy,Horror",False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,2013,89200.0,,
1496,6.3,11314,W.E.,"Drama,History,Romance",False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,2012,583000.0,285000.0,868000.0
1497,6.5,105279,Premium Rush,"Action,Crime,Thriller",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,2012,20300000.0,10800000.0,31100000.0
1498,8.0,58721,Exit Through the Gift Shop,"Comedy,Crime,Documentary",False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,2010,3300000.0,2000000.0,5300000.0
1499,6.6,25866,Take This Waltz,"Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2012,1200000.0,,
1500,6.3,167438,This Means War,"Action,Comedy,Romance",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,2012,54800000.0,101700000.0,156500000.0
1501,5.9,20934,Free Birds,"Adventure,Animation,Comedy",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,2013,55800000.0,54600000.0,110400000.0
1502,6.7,346077,In Time,"Action,Crime,Drama",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,2011,37500000.0,136400000.0,173900000.0
1503,5.5,41313,Stolen,"Action,Crime,Thriller",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,2012,289773.0,17677973.0,17967746.0
1504,5.0,681,The One,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2001,43905746.0,28783380.0,72689126.0
1505,6.2,1054,Viva Riva!,"Crime,Drama,Thriller",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,2011,61800.0,,
1506,6.0,2482,Father's Day,"Action,Comedy,Horror",False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1997,28681080.0,7000000.0,35681080.0
1507,5.4,17473,Barely Lethal,"Action,Adventure,Comedy",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,2015,6100.0,,
1508,5.8,34524,The To Do List,"Comedy,Romance",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2013,3491669.0,637159.0,4128828.0
1509,5.3,20831,Silent House,"Drama,Horror,Mystery",False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,2012,12800000.0,347000.0,13147000.0
1510,5.7,446,Hostage,Thriller,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2005,34636443.0,43000000.0,77636443.0
1511,5.8,102313,Percy Jackson: Sea of Monsters,"Adventure,Family,Fantasy",False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,2013,68600000.0,131300000.0,199900000.0
1512,7.6,211308,End of Watch,"Action,Crime,Drama",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,2012,41000000.0,7100000.0,48100000.0
1513,5.5,2447,Just Like a Woman,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2013,11400.0,,
1514,8.1,43966,Song of the Sea,"Adventure,Animation,Drama",False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,2014,858000.0,,
1515,5.7,5643,Sparkle,"Drama,Music",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2012,24397469.0,262854.0,24660323.0
1516,5.9,12786,Phantom,"Drama,History,Thriller",False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,2013,1034589.0,164921.0,1199510.0
1517,6.0,6263,The Look of Love,"Biography,Comedy,Drama",False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2013,21300.0,,
1518,7.3,1115,The Island President,Documentary,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2012,76400.0,,
1519,7.3,1877,Violeta Went to Heaven,"Biography,Drama,Music",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2013,21500.0,1200000.0,1221500.0
1520,7.3,72301,Eye in the Sky,"Drama,Thriller,War",False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2016,18700000.0,,
1521,6.2,21903,Captain Underpants: The First Epic Movie,"Action,Animation,Comedy",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,2017,73900000.0,51600000.0,125500000.0
1522,5.8,167110,Assassin's Creed,"Action,Adventure,Sci-Fi",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,2016,54600000.0,186300000.0,240900000.0
1523,6.8,126,The Walk,"Crime,Thriller",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2015,10100000.0,51000000.0,61100000.0
1524,6.4,2027,Finding Mr. Right,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2013,6900.0,,
1525,6.4,25376,White Bird in a Blizzard,"Drama,Mystery,Thriller",False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2014,33800.0,,
1526,7.4,5657,A Werewolf Boy,"Fantasy,Romance",False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2012,343000.0,41300000.0,41643000.0
1527,9.0,13,Frailty,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2002,13110448.0,6836832.0,19947280.0
1528,6.5,4527,Kochadaiiyaan,"Action,Animation",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,2014,817000.0,,
1529,6.1,2742,Bird People,"Drama,Fantasy,Romance",False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2014,32100.0,,
1530,6.8,3815,Paradise: Faith,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2013,6500.0,,
1531,5.3,33239,The Green Inferno,"Adventure,Horror",False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,2015,7200000.0,,
1532,7.3,48501,Woman in Gold,"Biography,Drama,History",False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,2015,33299999.0,28300000.0,61599999.0
1533,6.0,165072,Taken 3,"Action,Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,2015,89300000.0,237200000.0,326500000.0
1534,5.0,37147,Paranormal Activity: The Marked Ones,"Horror,Mystery,Thriller",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2014,32500000.0,58400000.0,90900000.0
1535,7.7,943,Shutter,Thriller,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2008,25928550.0,21853876.0,47782426.0
1536,3.8,6,The Last Station,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2010,6600000.0,6900000.0,13500000.0
1537,6.3,165843,Ted 2,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2015,81500000.0,135200000.0,216700000.0
1538,7.1,209844,Star Trek Beyond,"Action,Adventure,Sci-Fi",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,2016,158800000.0,184600000.0,343400000.0
1539,5.6,9033,Ratchet & Clank,"Action,Adventure,Animation",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,2016,8800000.0,,
1540,6.1,58407,The Signal,"Drama,Mystery,Sci-Fi",False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,2014,600896.0,2064426.0,2665322.0
1541,6.3,2297,Lost in Paris,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2017,692000.0,,
1542,6.9,36700,Camp X-Ray,"Drama,War",False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,13300.0,,
1543,5.5,12402,Moms' Night Out,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2014,10400000.0,,
1544,6.3,5626,Thunder and the House of Magic,"Adventure,Animation,Comedy",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,2014,4091.0,62578429.0,62582520.0
1545,4.2,2714,Tevar,"Action,Drama,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,2015,236000.0,,
